year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2010,"Common Potoo",Nyctibius griseus,0,53,0
2011,"Common Potoo",Nyctibius griseus,0,52,0
2012,"Common Potoo",Nyctibius griseus,0,69.5,0
2013,"Common Potoo",Nyctibius griseus,0,45,0
2014,"Common Potoo",Nyctibius griseus,0,66.5,0
2015,"Common Potoo",Nyctibius griseus,1,80.5,0.012422360248447204
2016,"Common Potoo",Nyctibius griseus,0,61.35,0
2017,"Common Potoo",Nyctibius griseus,0,87,0
2018,"Common Potoo",Nyctibius griseus,0,89.5,0
2019,"Common Potoo",Nyctibius griseus,0,62,0
2010,"White-chinned Swift",Cypseloides cryptus,0,53,0
2011,"White-chinned Swift",Cypseloides cryptus,0,52,0
2012,"White-chinned Swift",Cypseloides cryptus,0,69.5,0
2013,"White-chinned Swift",Cypseloides cryptus,0,45,0
2014,"White-chinned Swift",Cypseloides cryptus,0,66.5,0
2015,"White-chinned Swift",Cypseloides cryptus,0,80.5,0
2016,"White-chinned Swift",Cypseloides cryptus,0,61.35,0
2017,"White-chinned Swift",Cypseloides cryptus,25,87,0.28735632183908044
2018,"White-chinned Swift",Cypseloides cryptus,0,89.5,0
2019,"White-chinned Swift",Cypseloides cryptus,0,62,0
2010,"White-collared Swift",Streptoprocne zonaris,6,53,0.11320754716981132
2011,"White-collared Swift",Streptoprocne zonaris,15,52,0.28846153846153844
2012,"White-collared Swift",Streptoprocne zonaris,1,69.5,0.014388489208633094
2013,"White-collared Swift",Streptoprocne zonaris,0,45,0
2014,"White-collared Swift",Streptoprocne zonaris,33,66.5,0.49624060150375937
2015,"White-collared Swift",Streptoprocne zonaris,0,80.5,0
2016,"White-collared Swift",Streptoprocne zonaris,200,61.35,3.2599837000814995
2017,"White-collared Swift",Streptoprocne zonaris,38,87,0.4367816091954023
2018,"White-collared Swift",Streptoprocne zonaris,0,89.5,0
2019,"White-collared Swift",Streptoprocne zonaris,19,62,0.3064516129032258
2010,"Vaux's Swift",Chaetura vauxi,0,53,0
2011,"Vaux's Swift",Chaetura vauxi,0,52,0
2012,"Vaux's Swift",Chaetura vauxi,0,69.5,0
2013,"Vaux's Swift",Chaetura vauxi,0,45,0
2014,"Vaux's Swift",Chaetura vauxi,0,66.5,0
2015,"Vaux's Swift",Chaetura vauxi,0,80.5,0
2016,"Vaux's Swift",Chaetura vauxi,0,61.35,0
2017,"Vaux's Swift",Chaetura vauxi,4,87,0.04597701149425287
2018,"Vaux's Swift",Chaetura vauxi,36,89.5,0.4022346368715084
2019,"Vaux's Swift",Chaetura vauxi,0,62,0
2010,"Gray-rumped Swift",Chaetura cinereiventris,0,53,0
2011,"Gray-rumped Swift",Chaetura cinereiventris,13,52,0.25
2012,"Gray-rumped Swift",Chaetura cinereiventris,45,69.5,0.6474820143884892
2013,"Gray-rumped Swift",Chaetura cinereiventris,87,45,1.9333333333333333
2014,"Gray-rumped Swift",Chaetura cinereiventris,16,66.5,0.24060150375939848
2015,"Gray-rumped Swift",Chaetura cinereiventris,1,80.5,0.012422360248447204
2016,"Gray-rumped Swift",Chaetura cinereiventris,15,61.35,0.24449877750611246
2017,"Gray-rumped Swift",Chaetura cinereiventris,0,87,0
2018,"Gray-rumped Swift",Chaetura cinereiventris,0,89.5,0
2019,"Gray-rumped Swift",Chaetura cinereiventris,8,62,0.12903225806451613
2010,"Lesser Swallow-tailed Swift",Panyptila cayennensis,1,53,0.018867924528301886
2011,"Lesser Swallow-tailed Swift",Panyptila cayennensis,0,52,0
2012,"Lesser Swallow-tailed Swift",Panyptila cayennensis,0,69.5,0
2013,"Lesser Swallow-tailed Swift",Panyptila cayennensis,0,45,0
2014,"Lesser Swallow-tailed Swift",Panyptila cayennensis,9,66.5,0.13533834586466165
2015,"Lesser Swallow-tailed Swift",Panyptila cayennensis,0,80.5,0
2016,"Lesser Swallow-tailed Swift",Panyptila cayennensis,2,61.35,0.032599837000814993
2017,"Lesser Swallow-tailed Swift",Panyptila cayennensis,0,87,0
2018,"Lesser Swallow-tailed Swift",Panyptila cayennensis,0,89.5,0
2019,"Lesser Swallow-tailed Swift",Panyptila cayennensis,0,62,0
2010,"White-necked Jacobin",Florisuga mellivora,0,53,0
2011,"White-necked Jacobin",Florisuga mellivora,1,52,0.019230769230769232
2012,"White-necked Jacobin",Florisuga mellivora,3,69.5,0.04316546762589928
2013,"White-necked Jacobin",Florisuga mellivora,1,45,0.022222222222222223
2014,"White-necked Jacobin",Florisuga mellivora,2,66.5,0.03007518796992481
2015,"White-necked Jacobin",Florisuga mellivora,0,80.5,0
2016,"White-necked Jacobin",Florisuga mellivora,5,61.35,0.08149959250203749
2017,"White-necked Jacobin",Florisuga mellivora,3,87,0.034482758620689655
2018,"White-necked Jacobin",Florisuga mellivora,0,89.5,0
2019,"White-necked Jacobin",Florisuga mellivora,0,62,0
2010,"White-tipped Sicklebill",Eutoxeres aquila,0,53,0
2011,"White-tipped Sicklebill",Eutoxeres aquila,0,52,0
2012,"White-tipped Sicklebill",Eutoxeres aquila,0,69.5,0
2013,"White-tipped Sicklebill",Eutoxeres aquila,0,45,0
2014,"White-tipped Sicklebill",Eutoxeres aquila,1,66.5,0.015037593984962405
2015,"White-tipped Sicklebill",Eutoxeres aquila,0,80.5,0
2016,"White-tipped Sicklebill",Eutoxeres aquila,0,61.35,0
2017,"White-tipped Sicklebill",Eutoxeres aquila,0,87,0
2018,"White-tipped Sicklebill",Eutoxeres aquila,0,89.5,0
2019,"White-tipped Sicklebill",Eutoxeres aquila,0,62,0
2010,"Bronzy Hermit",Glaucis aeneus,0,53,0
2011,"Bronzy Hermit",Glaucis aeneus,0,52,0
2012,"Bronzy Hermit",Glaucis aeneus,0,69.5,0
2013,"Bronzy Hermit",Glaucis aeneus,0,45,0
2014,"Bronzy Hermit",Glaucis aeneus,0,66.5,0
2015,"Bronzy Hermit",Glaucis aeneus,0,80.5,0
2016,"Bronzy Hermit",Glaucis aeneus,0,61.35,0
2017,"Bronzy Hermit",Glaucis aeneus,0,87,0
2018,"Bronzy Hermit",Glaucis aeneus,0,89.5,0
2019,"Bronzy Hermit",Glaucis aeneus,1,62,0.016129032258064516
2010,"Band-tailed Barbthroat",Threnetes ruckeri,0,53,0
2011,"Band-tailed Barbthroat",Threnetes ruckeri,0,52,0
2012,"Band-tailed Barbthroat",Threnetes ruckeri,0,69.5,0
2013,"Band-tailed Barbthroat",Threnetes ruckeri,0,45,0
2014,"Band-tailed Barbthroat",Threnetes ruckeri,1,66.5,0.015037593984962405
2015,"Band-tailed Barbthroat",Threnetes ruckeri,0,80.5,0
2016,"Band-tailed Barbthroat",Threnetes ruckeri,0,61.35,0
2017,"Band-tailed Barbthroat",Threnetes ruckeri,0,87,0
2018,"Band-tailed Barbthroat",Threnetes ruckeri,0,89.5,0
2019,"Band-tailed Barbthroat",Threnetes ruckeri,0,62,0
2010,"Green Hermit",Phaethornis guy,0,53,0
2011,"Green Hermit",Phaethornis guy,0,52,0
2012,"Green Hermit",Phaethornis guy,1,69.5,0.014388489208633094
2013,"Green Hermit",Phaethornis guy,0,45,0
2014,"Green Hermit",Phaethornis guy,0,66.5,0
2015,"Green Hermit",Phaethornis guy,1,80.5,0.012422360248447204
2016,"Green Hermit",Phaethornis guy,1,61.35,0.016299918500407497
2017,"Green Hermit",Phaethornis guy,1,87,0.011494252873563218
2018,"Green Hermit",Phaethornis guy,2,89.5,0.0223463687150838
2019,"Green Hermit",Phaethornis guy,1,62,0.016129032258064516
2010,"Long-billed Hermit",Phaethornis longirostris,0,53,0
2011,"Long-billed Hermit",Phaethornis longirostris,5,52,0.09615384615384616
2012,"Long-billed Hermit",Phaethornis longirostris,1,69.5,0.014388489208633094
2013,"Long-billed Hermit",Phaethornis longirostris,0,45,0
2014,"Long-billed Hermit",Phaethornis longirostris,3,66.5,0.045112781954887216
2015,"Long-billed Hermit",Phaethornis longirostris,8,80.5,0.09937888198757763
2016,"Long-billed Hermit",Phaethornis longirostris,0,61.35,0
2017,"Long-billed Hermit",Phaethornis longirostris,1,87,0.011494252873563218
2018,"Long-billed Hermit",Phaethornis longirostris,7,89.5,0.0782122905027933
2019,"Long-billed Hermit",Phaethornis longirostris,14,62,0.22580645161290322
2010,"Stripe-throated Hermit",Phaethornis striigularis,1,53,0.018867924528301886
2011,"Stripe-throated Hermit",Phaethornis striigularis,0,52,0
2012,"Stripe-throated Hermit",Phaethornis striigularis,3,69.5,0.04316546762589928
2013,"Stripe-throated Hermit",Phaethornis striigularis,2,45,0.044444444444444446
2014,"Stripe-throated Hermit",Phaethornis striigularis,2,66.5,0.03007518796992481
2015,"Stripe-throated Hermit",Phaethornis striigularis,2,80.5,0.024844720496894408
2016,"Stripe-throated Hermit",Phaethornis striigularis,1,61.35,0.016299918500407497
2017,"Stripe-throated Hermit",Phaethornis striigularis,1,87,0.011494252873563218
2018,"Stripe-throated Hermit",Phaethornis striigularis,2,89.5,0.0223463687150838
2019,"Stripe-throated Hermit",Phaethornis striigularis,2,62,0.03225806451612903
2010,"Brown Violetear",Colibri delphinae,0,53,0
2011,"Brown Violetear",Colibri delphinae,4,52,0.07692307692307693
2012,"Brown Violetear",Colibri delphinae,0,69.5,0
2013,"Brown Violetear",Colibri delphinae,0,45,0
2014,"Brown Violetear",Colibri delphinae,0,66.5,0
2015,"Brown Violetear",Colibri delphinae,0,80.5,0
2016,"Brown Violetear",Colibri delphinae,0,61.35,0
2017,"Brown Violetear",Colibri delphinae,0,87,0
2018,"Brown Violetear",Colibri delphinae,0,89.5,0
2019,"Brown Violetear",Colibri delphinae,0,62,0
2010,"Purple-crowned Fairy",Heliothryx barroti,0,53,0
2011,"Purple-crowned Fairy",Heliothryx barroti,0,52,0
2012,"Purple-crowned Fairy",Heliothryx barroti,0,69.5,0
2013,"Purple-crowned Fairy",Heliothryx barroti,0,45,0
2014,"Purple-crowned Fairy",Heliothryx barroti,0,66.5,0
2015,"Purple-crowned Fairy",Heliothryx barroti,0,80.5,0
2016,"Purple-crowned Fairy",Heliothryx barroti,1,61.35,0.016299918500407497
2017,"Purple-crowned Fairy",Heliothryx barroti,0,87,0
2018,"Purple-crowned Fairy",Heliothryx barroti,0,89.5,0
2019,"Purple-crowned Fairy",Heliothryx barroti,0,62,0
2010,"Black-crested Coquette",Lophornis helenae,0,53,0
2011,"Black-crested Coquette",Lophornis helenae,0,52,0
2012,"Black-crested Coquette",Lophornis helenae,0,69.5,0
2013,"Black-crested Coquette",Lophornis helenae,0,45,0
2014,"Black-crested Coquette",Lophornis helenae,0,66.5,0
2015,"Black-crested Coquette",Lophornis helenae,0,80.5,0
2016,"Black-crested Coquette",Lophornis helenae,1,61.35,0.016299918500407497
2017,"Black-crested Coquette",Lophornis helenae,2,87,0.022988505747126436
2018,"Black-crested Coquette",Lophornis helenae,2,89.5,0.0223463687150838
2019,"Black-crested Coquette",Lophornis helenae,0,62,0
2010,"Long-billed Starthroat",Heliomaster longirostris,0,53,0
2011,"Long-billed Starthroat",Heliomaster longirostris,3,52,0.057692307692307696
2012,"Long-billed Starthroat",Heliomaster longirostris,0,69.5,0
2013,"Long-billed Starthroat",Heliomaster longirostris,0,45,0
2014,"Long-billed Starthroat",Heliomaster longirostris,1,66.5,0.015037593984962405
2015,"Long-billed Starthroat",Heliomaster longirostris,0,80.5,0
2016,"Long-billed Starthroat",Heliomaster longirostris,0,61.35,0
2017,"Long-billed Starthroat",Heliomaster longirostris,0,87,0
2018,"Long-billed Starthroat",Heliomaster longirostris,1,89.5,0.0111731843575419
2019,"Long-billed Starthroat",Heliomaster longirostris,0,62,0
2010,"Purple-throated Mountain-gem",Lampornis calolaemus,0,53,0
2011,"Purple-throated Mountain-gem",Lampornis calolaemus,0,52,0
2012,"Purple-throated Mountain-gem",Lampornis calolaemus,0,69.5,0
2013,"Purple-throated Mountain-gem",Lampornis calolaemus,1,45,0.022222222222222223
2014,"Purple-throated Mountain-gem",Lampornis calolaemus,0,66.5,0
2015,"Purple-throated Mountain-gem",Lampornis calolaemus,0,80.5,0
2016,"Purple-throated Mountain-gem",Lampornis calolaemus,0,61.35,0
2017,"Purple-throated Mountain-gem",Lampornis calolaemus,1,87,0.011494252873563218
2018,"Purple-throated Mountain-gem",Lampornis calolaemus,2,89.5,0.0223463687150838
2019,"Purple-throated Mountain-gem",Lampornis calolaemus,0,62,0
2010,"Ruby-throated Hummingbird",Archilochus colubris,1,53,0.018867924528301886
2011,"Ruby-throated Hummingbird",Archilochus colubris,1,52,0.019230769230769232
2012,"Ruby-throated Hummingbird",Archilochus colubris,0,69.5,0
2013,"Ruby-throated Hummingbird",Archilochus colubris,0,45,0
2014,"Ruby-throated Hummingbird",Archilochus colubris,0,66.5,0
2015,"Ruby-throated Hummingbird",Archilochus colubris,0,80.5,0
2016,"Ruby-throated Hummingbird",Archilochus colubris,0,61.35,0
2017,"Ruby-throated Hummingbird",Archilochus colubris,0,87,0
2018,"Ruby-throated Hummingbird",Archilochus colubris,0,89.5,0
2019,"Ruby-throated Hummingbird",Archilochus colubris,1,62,0.016129032258064516
2010,"Canivet's Emerald",Chlorostilbon canivetii,2,53,0.03773584905660377
2011,"Canivet's Emerald",Chlorostilbon canivetii,1,52,0.019230769230769232
2012,"Canivet's Emerald",Chlorostilbon canivetii,0,69.5,0
2013,"Canivet's Emerald",Chlorostilbon canivetii,0,45,0
2014,"Canivet's Emerald",Chlorostilbon canivetii,0,66.5,0
2015,"Canivet's Emerald",Chlorostilbon canivetii,0,80.5,0
2016,"Canivet's Emerald",Chlorostilbon canivetii,0,61.35,0
2017,"Canivet's Emerald",Chlorostilbon canivetii,0,87,0
2018,"Canivet's Emerald",Chlorostilbon canivetii,0,89.5,0
2019,"Canivet's Emerald",Chlorostilbon canivetii,1,62,0.016129032258064516
2010,"Violet-headed Hummingbird",Klais guimeti,0,53,0
2011,"Violet-headed Hummingbird",Klais guimeti,0,52,0
2012,"Violet-headed Hummingbird",Klais guimeti,0,69.5,0
2013,"Violet-headed Hummingbird",Klais guimeti,1,45,0.022222222222222223
2014,"Violet-headed Hummingbird",Klais guimeti,1,66.5,0.015037593984962405
2015,"Violet-headed Hummingbird",Klais guimeti,1,80.5,0.012422360248447204
2016,"Violet-headed Hummingbird",Klais guimeti,0,61.35,0
2017,"Violet-headed Hummingbird",Klais guimeti,0,87,0
2018,"Violet-headed Hummingbird",Klais guimeti,1,89.5,0.0111731843575419
2019,"Violet-headed Hummingbird",Klais guimeti,0,62,0
2010,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,53,0
2011,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,52,0
2012,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,1,69.5,0.014388489208633094
2013,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,45,0
2014,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,3,66.5,0.045112781954887216
2015,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,80.5,0
2016,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,3,61.35,0.04889975550122249
2017,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,1,87,0.011494252873563218
2018,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,1,89.5,0.0111731843575419
2019,"Scaly-breasted Hummingbird",Phaeochroa cuvierii,0,62,0
2010,"Violet Sabrewing",Campylopterus hemileucurus,0,53,0
2011,"Violet Sabrewing",Campylopterus hemileucurus,0,52,0
2012,"Violet Sabrewing",Campylopterus hemileucurus,1,69.5,0.014388489208633094
2013,"Violet Sabrewing",Campylopterus hemileucurus,0,45,0
2014,"Violet Sabrewing",Campylopterus hemileucurus,0,66.5,0
2015,"Violet Sabrewing",Campylopterus hemileucurus,0,80.5,0
2016,"Violet Sabrewing",Campylopterus hemileucurus,0,61.35,0
2017,"Violet Sabrewing",Campylopterus hemileucurus,0,87,0
2018,"Violet Sabrewing",Campylopterus hemileucurus,0,89.5,0
2019,"Violet Sabrewing",Campylopterus hemileucurus,0,62,0
2010,"Bronze-tailed Plumeleteer",Chalybura urochrysia,0,53,0
2011,"Bronze-tailed Plumeleteer",Chalybura urochrysia,0,52,0
2012,"Bronze-tailed Plumeleteer",Chalybura urochrysia,4,69.5,0.05755395683453238
2013,"Bronze-tailed Plumeleteer",Chalybura urochrysia,1,45,0.022222222222222223
2014,"Bronze-tailed Plumeleteer",Chalybura urochrysia,1,66.5,0.015037593984962405
2015,"Bronze-tailed Plumeleteer",Chalybura urochrysia,0,80.5,0
2016,"Bronze-tailed Plumeleteer",Chalybura urochrysia,2,61.35,0.032599837000814993
2017,"Bronze-tailed Plumeleteer",Chalybura urochrysia,1,87,0.011494252873563218
2018,"Bronze-tailed Plumeleteer",Chalybura urochrysia,1,89.5,0.0111731843575419
2019,"Bronze-tailed Plumeleteer",Chalybura urochrysia,0,62,0
2010,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),0,53,0
2011,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),0,52,0
2012,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),0,69.5,0
2013,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),1,45,0.022222222222222223
2014,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),0,66.5,0
2015,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),0,80.5,0
2016,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),0,61.35,0
2017,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),0,87,0
2018,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),1,89.5,0.0111731843575419
2019,"Crowned Woodnymph (Violet-crowned Woodnymph)",Thalurania colombica (Violet-crowned Woodnymph),1,62,0.016129032258064516
2010,"Stripe-tailed Hummingbird",Eupherusa eximia,2,53,0.03773584905660377
2011,"Stripe-tailed Hummingbird",Eupherusa eximia,0,52,0
2012,"Stripe-tailed Hummingbird",Eupherusa eximia,4,69.5,0.05755395683453238
2013,"Stripe-tailed Hummingbird",Eupherusa eximia,1,45,0.022222222222222223
2014,"Stripe-tailed Hummingbird",Eupherusa eximia,0,66.5,0
2015,"Stripe-tailed Hummingbird",Eupherusa eximia,1,80.5,0.012422360248447204
2016,"Stripe-tailed Hummingbird",Eupherusa eximia,0,61.35,0
2017,"Stripe-tailed Hummingbird",Eupherusa eximia,0,87,0
2018,"Stripe-tailed Hummingbird",Eupherusa eximia,2,89.5,0.0223463687150838
2019,"Stripe-tailed Hummingbird",Eupherusa eximia,5,62,0.08064516129032258
2010,"Coppery-headed Emerald",Elvira cupreiceps,0,53,0
2011,"Coppery-headed Emerald",Elvira cupreiceps,0,52,0
2012,"Coppery-headed Emerald",Elvira cupreiceps,0,69.5,0
2013,"Coppery-headed Emerald",Elvira cupreiceps,0,45,0
2014,"Coppery-headed Emerald",Elvira cupreiceps,0,66.5,0
2015,"Coppery-headed Emerald",Elvira cupreiceps,0,80.5,0
2016,"Coppery-headed Emerald",Elvira cupreiceps,2,61.35,0.032599837000814993
2017,"Coppery-headed Emerald",Elvira cupreiceps,2,87,0.022988505747126436
2018,"Coppery-headed Emerald",Elvira cupreiceps,0,89.5,0
2019,"Coppery-headed Emerald",Elvira cupreiceps,1,62,0.016129032258064516
2010,"Blue-chested Hummingbird",Amazilia amabilis,0,53,0
2011,"Blue-chested Hummingbird",Amazilia amabilis,0,52,0
2012,"Blue-chested Hummingbird",Amazilia amabilis,0,69.5,0
2013,"Blue-chested Hummingbird",Amazilia amabilis,0,45,0
2014,"Blue-chested Hummingbird",Amazilia amabilis,1,66.5,0.015037593984962405
2015,"Blue-chested Hummingbird",Amazilia amabilis,0,80.5,0
2016,"Blue-chested Hummingbird",Amazilia amabilis,0,61.35,0
2017,"Blue-chested Hummingbird",Amazilia amabilis,0,87,0
2018,"Blue-chested Hummingbird",Amazilia amabilis,0,89.5,0
2019,"Blue-chested Hummingbird",Amazilia amabilis,0,62,0
2010,"Steely-vented Hummingbird",Amazilia saucerottei,0,53,0
2011,"Steely-vented Hummingbird",Amazilia saucerottei,0,52,0
2012,"Steely-vented Hummingbird",Amazilia saucerottei,1,69.5,0.014388489208633094
2013,"Steely-vented Hummingbird",Amazilia saucerottei,0,45,0
2014,"Steely-vented Hummingbird",Amazilia saucerottei,0,66.5,0
2015,"Steely-vented Hummingbird",Amazilia saucerottei,1,80.5,0.012422360248447204
2016,"Steely-vented Hummingbird",Amazilia saucerottei,0,61.35,0
2017,"Steely-vented Hummingbird",Amazilia saucerottei,0,87,0
2018,"Steely-vented Hummingbird",Amazilia saucerottei,1,89.5,0.0111731843575419
2019,"Steely-vented Hummingbird",Amazilia saucerottei,1,62,0.016129032258064516
2010,"Rufous-tailed Hummingbird",Amazilia tzacatl,6,53,0.11320754716981132
2011,"Rufous-tailed Hummingbird",Amazilia tzacatl,7,52,0.1346153846153846
2012,"Rufous-tailed Hummingbird",Amazilia tzacatl,4,69.5,0.05755395683453238
2013,"Rufous-tailed Hummingbird",Amazilia tzacatl,1,45,0.022222222222222223
2014,"Rufous-tailed Hummingbird",Amazilia tzacatl,19,66.5,0.2857142857142857
2015,"Rufous-tailed Hummingbird",Amazilia tzacatl,19,80.5,0.2360248447204969
2016,"Rufous-tailed Hummingbird",Amazilia tzacatl,5,61.35,0.08149959250203749
2017,"Rufous-tailed Hummingbird",Amazilia tzacatl,19,87,0.21839080459770116
2018,"Rufous-tailed Hummingbird",Amazilia tzacatl,16,89.5,0.1787709497206704
2019,"Rufous-tailed Hummingbird",Amazilia tzacatl,5,62,0.08064516129032258
2010,"Cinnamon Hummingbird",Amazilia rutila,0,53,0
2011,"Cinnamon Hummingbird",Amazilia rutila,0,52,0
2012,"Cinnamon Hummingbird",Amazilia rutila,1,69.5,0.014388489208633094
2013,"Cinnamon Hummingbird",Amazilia rutila,0,45,0
2014,"Cinnamon Hummingbird",Amazilia rutila,0,66.5,0
2015,"Cinnamon Hummingbird",Amazilia rutila,4,80.5,0.049689440993788817
2016,"Cinnamon Hummingbird",Amazilia rutila,0,61.35,0
2017,"Cinnamon Hummingbird",Amazilia rutila,0,87,0
2018,"Cinnamon Hummingbird",Amazilia rutila,2,89.5,0.0223463687150838
2019,"Cinnamon Hummingbird",Amazilia rutila,0,62,0
2010,"Blue-throated Goldentail",Hylocharis eliciae,0,53,0
2011,"Blue-throated Goldentail",Hylocharis eliciae,0,52,0
2012,"Blue-throated Goldentail",Hylocharis eliciae,5,69.5,0.07194244604316546
2013,"Blue-throated Goldentail",Hylocharis eliciae,7,45,0.15555555555555556
2014,"Blue-throated Goldentail",Hylocharis eliciae,6,66.5,0.09022556390977443
2015,"Blue-throated Goldentail",Hylocharis eliciae,0,80.5,0
2016,"Blue-throated Goldentail",Hylocharis eliciae,0,61.35,0
2017,"Blue-throated Goldentail",Hylocharis eliciae,1,87,0.011494252873563218
2018,"Blue-throated Goldentail",Hylocharis eliciae,0,89.5,0
2019,"Blue-throated Goldentail",Hylocharis eliciae,1,62,0.016129032258064516
2010,"Slaty-tailed Trogon",Trogon massena,2,53,0.03773584905660377
2011,"Slaty-tailed Trogon",Trogon massena,0,52,0
2012,"Slaty-tailed Trogon",Trogon massena,0,69.5,0
2013,"Slaty-tailed Trogon",Trogon massena,0,45,0
2014,"Slaty-tailed Trogon",Trogon massena,1,66.5,0.015037593984962405
2015,"Slaty-tailed Trogon",Trogon massena,1,80.5,0.012422360248447204
2016,"Slaty-tailed Trogon",Trogon massena,1,61.35,0.016299918500407497
2017,"Slaty-tailed Trogon",Trogon massena,1,87,0.011494252873563218
2018,"Slaty-tailed Trogon",Trogon massena,3,89.5,0.0335195530726257
2019,"Slaty-tailed Trogon",Trogon massena,2,62,0.03225806451612903
2010,"Black-headed Trogon",Trogon melanocephalus,0,53,0
2011,"Black-headed Trogon",Trogon melanocephalus,0,52,0
2012,"Black-headed Trogon",Trogon melanocephalus,1,69.5,0.014388489208633094
2013,"Black-headed Trogon",Trogon melanocephalus,0,45,0
2014,"Black-headed Trogon",Trogon melanocephalus,2,66.5,0.03007518796992481
2015,"Black-headed Trogon",Trogon melanocephalus,1,80.5,0.012422360248447204
2016,"Black-headed Trogon",Trogon melanocephalus,1,61.35,0.016299918500407497
2017,"Black-headed Trogon",Trogon melanocephalus,2,87,0.022988505747126436
2018,"Black-headed Trogon",Trogon melanocephalus,0,89.5,0
2019,"Black-headed Trogon",Trogon melanocephalus,0,62,0
2010,"Gartered Trogon",Trogon caligatus,0,53,0
2011,"Gartered Trogon",Trogon caligatus,0,52,0
2012,"Gartered Trogon",Trogon caligatus,1,69.5,0.014388489208633094
2013,"Gartered Trogon",Trogon caligatus,1,45,0.022222222222222223
2014,"Gartered Trogon",Trogon caligatus,2,66.5,0.03007518796992481
2015,"Gartered Trogon",Trogon caligatus,3,80.5,0.037267080745341616
2016,"Gartered Trogon",Trogon caligatus,1,61.35,0.016299918500407497
2017,"Gartered Trogon",Trogon caligatus,5,87,0.05747126436781609
2018,"Gartered Trogon",Trogon caligatus,4,89.5,0.0446927374301676
2019,"Gartered Trogon",Trogon caligatus,4,62,0.06451612903225806
2010,"Black-throated Trogon",Trogon rufus,0,53,0
2011,"Black-throated Trogon",Trogon rufus,0,52,0
2012,"Black-throated Trogon",Trogon rufus,0,69.5,0
2013,"Black-throated Trogon",Trogon rufus,6,45,0.13333333333333333
2014,"Black-throated Trogon",Trogon rufus,1,66.5,0.015037593984962405
2015,"Black-throated Trogon",Trogon rufus,0,80.5,0
2016,"Black-throated Trogon",Trogon rufus,1,61.35,0.016299918500407497
2017,"Black-throated Trogon",Trogon rufus,1,87,0.011494252873563218
2018,"Black-throated Trogon",Trogon rufus,0,89.5,0
2019,"Black-throated Trogon",Trogon rufus,7,62,0.11290322580645161
2010,"Orange-bellied Trogon",Trogon aurantiiventris,2,53,0.03773584905660377
2011,"Orange-bellied Trogon",Trogon aurantiiventris,1,52,0.019230769230769232
2012,"Orange-bellied Trogon",Trogon aurantiiventris,2,69.5,0.02877697841726619
2013,"Orange-bellied Trogon",Trogon aurantiiventris,0,45,0
2014,"Orange-bellied Trogon",Trogon aurantiiventris,2,66.5,0.03007518796992481
2015,"Orange-bellied Trogon",Trogon aurantiiventris,2,80.5,0.024844720496894408
2016,"Orange-bellied Trogon",Trogon aurantiiventris,1,61.35,0.016299918500407497
2017,"Orange-bellied Trogon",Trogon aurantiiventris,1,87,0.011494252873563218
2018,"Orange-bellied Trogon",Trogon aurantiiventris,4,89.5,0.0446927374301676
2019,"Orange-bellied Trogon",Trogon aurantiiventris,1,62,0.016129032258064516
2010,"Tody Motmot",Hylomanes momotula,0,53,0
2011,"Tody Motmot",Hylomanes momotula,0,52,0
2012,"Tody Motmot",Hylomanes momotula,0,69.5,0
2013,"Tody Motmot",Hylomanes momotula,0,45,0
2014,"Tody Motmot",Hylomanes momotula,0,66.5,0
2015,"Tody Motmot",Hylomanes momotula,0,80.5,0
2016,"Tody Motmot",Hylomanes momotula,1,61.35,0.016299918500407497
2017,"Tody Motmot",Hylomanes momotula,0,87,0
2018,"Tody Motmot",Hylomanes momotula,0,89.5,0
2019,"Tody Motmot",Hylomanes momotula,0,62,0
2010,"Blue-crowned Motmot",Momotus coeruliceps,0,53,0
2011,"Blue-crowned Motmot",Momotus coeruliceps,0,52,0
2012,"Blue-crowned Motmot",Momotus coeruliceps,0,69.5,0
2013,"Blue-crowned Motmot",Momotus coeruliceps,0,45,0
